date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date
4/24,2379,元大證券,9800,360,344,16,0.43,11,buy,2026-04-26
4/24,2379,合庫-基隆,1025,0,12,-12,0.32,11,sell,2026-04-26
4/24,2379,元大-永和,9891,14,0,14,0.38,12,buy,2026-04-26
4/24,2379,凱基,9200,4,16,-12,0.32,12,sell,2026-04-26
4/24,2379,台新-城中,0039004200320045,12,2,10,0.27,13,buy,2026-04-26
4/24,2379,永豐金-敦北,0039004100380039,0,10,-10,0.27,13,sell,2026-04-26
4/24,2379,第一金-新竹,0035003300380042,10,0,10,0.27,14,buy,2026-04-26
4/24,2379,台新-世貿,0039004200320075,0,10,-10,0.27,14,sell,2026-04-26
4/24,2379,元大-古亭,003900380039006b,14,4,10,0.27,15,buy,2026-04-26
4/24,2379,國泰-高雄,8881,0,8,-8,0.21,15,sell,2026-04-26
4/24,3034,永豐金證券,0039004100300030,804,46,758,11.49,1,buy,2026-04-26
4/24,3034,元大證券,9800,336,590,-254,3.85,1,sell,2026-04-26
4/24,3034,群益金鼎,9100,620,45,575,8.72,2,buy,2026-04-26
4/24,3034,統一,5850,11,211,-200,3.03,2,sell,2026-04-26
4/24,3034,台灣摩根士丹利,1470,805,560,245,3.71,3,buy,2026-04-26
4/24,3034,富邦證券,9600,4,202,-198,3.0,3,sell,2026-04-26
4/24,3034,摩根大通,8440,478,247,231,3.5,4,buy,2026-04-26
4/24,3034,統一-新竹,5857,70,236,-166,2.52,4,sell,2026-04-26
4/24,3034,花旗環球,1590,136,5,131,1.99,5,buy,2026-04-26
4/24,3034,美林,1440,361,438,-77,1.17,5,sell,2026-04-26
4/24,3034,大和國泰,8890,100,0,100,1.52,6,buy,2026-04-26
4/24,3034,國泰證券,8880,17,74,-57,0.86,6,sell,2026-04-26
4/24,3034,新加坡商瑞銀,1650,313,233,80,1.21,7,buy,2026-04-26
4/24,3034,美商高盛,1480,270,321,-51,0.77,7,sell,2026-04-26
4/24,3034,富邦-仁愛,9676,70,26,44,0.67,8,buy,2026-04-26
4/24,3034,元大-六合,0039003800320043,3,53,-50,0.76,8,sell,2026-04-26
4/24,3034,國票證券,7790,41,5,36,0.55,9,buy,2026-04-26
4/24,3034,永豐金-敦北,0039004100380039,0,43,-43,0.65,9,sell,2026-04-26
4/24,3034,元大-基隆孝二,003900380036004b,41,12,29,0.44,10,buy,2026-04-26
4/24,3034,國泰-敦南,8888,55,89,-34,0.52,10,sell,2026-04-26
4/24,3034,永豐金-竹科,0039004100390058,26,4,22,0.33,11,buy,2026-04-26
4/24,3034,第一金-新竹,0035003300380042,1,32,-31,0.47,11,sell,2026-04-26
4/24,3034,宏遠-桃園,1262,21,0,21,0.32,12,buy,2026-04-26
4/24,3034,統一-城中,5854,2,33,-31,0.47,12,sell,2026-04-26
4/24,3034,元大-台中,9812,24,10,14,0.21,13,buy,2026-04-26
4/24,3034,國票-博愛,003700370039007a,0,31,-31,0.47,13,sell,2026-04-26
4/24,3034,台新-成功,003900420032006d,14,1,13,0.2,14,buy,2026-04-26
4/24,3034,台新-台北,0039004200320030,0,26,-26,0.39,14,sell,2026-04-26
4/24,3034,華南永昌-新莊,9305,11,0,11,0.17,15,buy,2026-04-26
4/24,3034,第一金-台南,5384,1,24,-23,0.35,15,sell,2026-04-26
4/24,2412,彰銀,1230,600,4,596,6.63,1,buy,2026-04-26
4/24,2412,富邦證券,9600,2,2477,-2475,27.53,1,sell,2026-04-26
4/24,2412,凱基,9200,499,13,486,5.41,2,buy,2026-04-26
4/24,2412,美林,1440,132,1144,-1012,11.26,2,sell,2026-04-26
4/24,2412,新光,8560,462,11,451,5.02,3,buy,2026-04-26
4/24,2412,玉山證券,8840,5,222,-217,2.41,3,sell,2026-04-26
4/24,2412,台新-建北,0039004200310038,303,0,303,3.37,4,buy,2026-04-26
4/24,2412,元大證券,9800,95,306,-211,2.35,4,sell,2026-04-26
4/24,2412,元大-新盛,9869,300,0,300,3.34,5,buy,2026-04-26
4/24,2412,國泰證券,8880,4,200,-196,2.18,5,sell,2026-04-26
4/24,2412,摩根大通,8440,606,401,205,2.28,6,buy,2026-04-26
4/24,2412,美商高盛,1480,824,997,-173,1.92,6,sell,2026-04-26
4/24,2412,兆豐-南門,0037003000300067,161,0,161,1.79,7,buy,2026-04-26
4/24,2412,台灣摩根士丹利,1470,179,349,-170,1.89,7,sell,2026-04-26
4/24,2412,新加坡商瑞銀,1650,486,328,158,1.76,8,buy,2026-04-26
4/24,2412,港商麥格理,1360,0,50,-50,0.56,8,sell,2026-04-26
4/24,2412,台新,0039004200300030,128,7,121,1.35,9,buy,2026-04-26
4/24,2412,花旗環球,1590,135,180,-45,0.5,9,sell,2026-04-26
4/24,2412,港商野村,1560,100,1,99,1.1,10,buy,2026-04-26
4/24,2412,統一-敦南,5852,0,40,-40,0.44,10,sell,2026-04-26
4/24,2412,元大-彰化民生,003900380039004a,91,0,91,1.01,11,buy,2026-04-26
4/24,2412,國票-南科,0037003700390065,0,26,-26,0.29,11,sell,2026-04-26
4/24,2412,中國信託,6160,92,14,78,0.87,12,buy,2026-04-26
4/24,2412,第一金-新興,0035003300380041,0,22,-22,0.24,12,sell,2026-04-26
4/24,2412,第一金-澎湖,5387,57,3,54,0.6,13,buy,2026-04-26
4/24,2412,美好-富順,003500320036004b,0,18,-18,0.2,13,sell,2026-04-26
4/24,2412,元大-大里,0039003800310067,50,2,48,0.53,14,buy,2026-04-26
4/24,2412,台新-北新莊,0039004200320038,3,20,-17,0.19,14,sell,2026-04-26
4/24,2412,群益金鼎-永和,003900310038004a,61,20,41,0.46,15,buy,2026-04-26
4/24,2412,元大-中和,0039003800390065,4,19,-15,0.17,15,sell,2026-04-26
4/24,2330,摩根大通,8440,6042,1521,4521,9.14,1,buy,2026-04-27
4/24,2330,新加坡商瑞銀,1650,1524,2631,-1107,2.24,1,sell,2026-04-27
4/24,2330,美林,1440,4137,1742,2395,4.84,2,buy,2026-04-27
4/24,2330,港商麥格理,1360,463,1179,-716,1.45,2,sell,2026-04-27
4/24,2330,凱基,9200,1640,179,1461,2.95,3,buy,2026-04-27
4/24,2330,土銀,1030,5,406,-401,0.81,3,sell,2026-04-27
4/24,2330,元大證券,9800,4167,2782,1385,2.8,4,buy,2026-04-27
4/24,2330,國泰-敦南,8888,369,768,-399,0.81,4,sell,2026-04-27
4/24,2330,花旗環球,1590,1965,860,1105,2.23,5,buy,2026-04-27
4/24,2330,台新-台北,0039004200320030,110,449,-339,0.68,5,sell,2026-04-27
4/24,2330,群益金鼎,9100,1038,307,731,1.48,6,buy,2026-04-27
4/24,2330,凱基-雙和,0039003200300043,2,310,-308,0.62,6,sell,2026-04-27
4/24,2330,永豐金-匯立,0039004100380031,811,246,565,1.14,7,buy,2026-04-27
4/24,2330,凱基-彰化,0039003200300047,5,221,-216,0.44,7,sell,2026-04-27
4/24,2330,統一,5850,592,84,508,1.03,8,buy,2026-04-27
4/24,2330,新光,8560,175,378,-203,0.41,8,sell,2026-04-27
4/24,2330,國泰證券,8880,567,107,460,0.93,9,buy,2026-04-27
4/24,2330,彰銀,1230,8,174,-166,0.34,9,sell,2026-04-27
4/24,2330,富邦-建國,9658,567,176,391,0.79,10,buy,2026-04-27
4/24,2330,國泰-台中,8882,74,225,-151,0.31,10,sell,2026-04-27
4/24,2330,永豐金證券,0039004100300030,908,520,388,0.78,11,buy,2026-04-27
4/24,2330,國泰-館前,0038003800380041,61,210,-149,0.3,11,sell,2026-04-27
4/24,2330,台灣摩根士丹利,1470,3002,2644,358,0.72,12,buy,2026-04-27
4/24,2330,臺銀,1040,62,198,-136,0.27,12,sell,2026-04-27
4/24,2330,凱基-台北,9268,2066,1771,295,0.6,13,buy,2026-04-27
4/24,2330,國泰-板橋,003800380038004b,85,219,-134,0.27,13,sell,2026-04-27
4/24,2330,宏遠證券,1260,455,203,252,0.51,14,buy,2026-04-27
4/24,2330,元大-新竹經國,9859,17,145,-128,0.26,14,sell,2026-04-27
4/24,2330,第一金,5380,253,28,225,0.45,15,buy,2026-04-27
4/24,2330,台新-城東,0039004200320072,20,140,-120,0.24,15,sell,2026-04-27
4/24,2317,港商麥格理,1360,4122,410,3712,4.81,1,buy,2026-04-27
4/24,2317,凱基-台北,9268,2263,5864,-3601,4.66,1,sell,2026-04-27
4/24,2317,台新-台北,0039004200320030,1537,32,1505,1.95,2,buy,2026-04-27
4/24,2317,新加坡商瑞銀,1650,4657,6901,-2244,2.91,2,sell,2026-04-27
4/24,2317,元大證券,9800,5587,4876,711,0.92,3,buy,2026-04-27
4/24,2317,摩根大通,8440,3666,5552,-1886,2.44,3,sell,2026-04-27
4/24,2317,新光,8560,2314,1728,586,0.76,4,buy,2026-04-27
4/24,2317,美商高盛,1480,5466,6887,-1421,1.84,4,sell,2026-04-27
4/24,2317,統一-新竹,5857,778,251,527,0.68,5,buy,2026-04-27
4/24,2317,花旗環球,1590,356,1287,-931,1.21,5,sell,2026-04-27
4/24,2317,台新,0039004200300030,1135,673,462,0.6,6,buy,2026-04-27
4/24,2317,凱基,9200,22,787,-765,0.99,6,sell,2026-04-27
4/24,2317,台灣摩根士丹利,1470,3656,3320,336,0.44,7,buy,2026-04-27
4/24,2317,美林,1440,3548,3935,-387,0.5,7,sell,2026-04-27
4/24,2317,國票-敦北法人,0037003700390063,335,11,324,0.42,8,buy,2026-04-27
4/24,2317,港商野村,1560,14,308,-294,0.38,8,sell,2026-04-27
4/24,2317,合庫證券,1020,358,60,298,0.39,9,buy,2026-04-27
4/24,2317,富邦證券,9600,1288,1475,-187,0.24,9,sell,2026-04-27
4/24,2317,康和-板橋,0038003400350044,215,15,200,0.26,10,buy,2026-04-27
4/24,2317,元大-士林,003900380031006a,81,241,-160,0.21,10,sell,2026-04-27
4/24,2317,富邦-板橋,9655,280,119,161,0.21,11,buy,2026-04-27
4/24,2317,華南永昌-台中,9302,52,210,-158,0.2,11,sell,2026-04-27
4/24,2317,元大-彰化,0039003800310047,191,31,160,0.21,12,buy,2026-04-27
4/24,2317,群益金鼎,9100,326,478,-152,0.2,12,sell,2026-04-27
4/24,2317,中國信託,6160,354,210,144,0.19,13,buy,2026-04-27
4/24,2317,香港上海匯豐,8960,0,147,-147,0.19,13,sell,2026-04-27
4/24,2317,彰銀,1230,155,13,142,0.18,14,buy,2026-04-27
4/24,2317,元大-彰化民生,003900380039004a,43,177,-134,0.17,14,sell,2026-04-27
4/24,2317,統一-三重,003500380035004a,210,72,138,0.18,15,buy,2026-04-27
4/24,2317,台新-三重,0039004200320033,35,155,-120,0.16,15,sell,2026-04-27
4/24,2454,美商高盛,1480,1635,870,765,3.33,1,buy,2026-04-27
4/24,2454,台灣摩根士丹利,1470,1087,1550,-463,2.02,1,sell,2026-04-27
4/24,2454,法銀巴黎,8900,550,7,543,2.37,2,buy,2026-04-27
4/24,2454,花旗環球,1590,155,587,-432,1.88,2,sell,2026-04-27
4/24,2454,元大-土城永寧,9875,519,23,496,2.16,3,buy,2026-04-27
4/24,2454,港商麥格理,1360,14,269,-255,1.11,3,sell,2026-04-27
4/24,2454,元大證券,9800,1677,1270,407,1.77,4,buy,2026-04-27
4/24,2454,凱基-台北,9268,1896,2117,-221,0.96,4,sell,2026-04-27
4/24,2454,國泰證券,8880,425,22,403,1.76,5,buy,2026-04-27
4/24,2454,永豐金-匯立,0039004100380031,4,183,-179,0.78,5,sell,2026-04-27
4/24,2454,台新-台北,0039004200320030,377,19,358,1.56,6,buy,2026-04-27
4/24,2454,群益金鼎-大安,0039003100380065,53,211,-158,0.69,6,sell,2026-04-27
4/24,2454,美林,1440,989,701,288,1.25,7,buy,2026-04-27
4/24,2454,國泰-敦南,8888,208,358,-150,0.65,7,sell,2026-04-27
4/24,2454,統一,5850,784,496,288,1.25,8,buy,2026-04-27
4/24,2454,合庫證券,1020,10,142,-132,0.58,8,sell,2026-04-27
4/24,2454,港商野村,1560,474,197,277,1.21,9,buy,2026-04-27
4/24,2454,土銀,1030,7,134,-127,0.55,9,sell,2026-04-27
4/24,2454,凱基,9200,840,616,224,0.98,10,buy,2026-04-27
4/24,2454,台中銀,6110,2,110,-108,0.47,10,sell,2026-04-27
4/24,2454,群益金鼎,9100,296,74,222,0.97,11,buy,2026-04-27
4/24,2454,第一金,5380,30,134,-104,0.45,11,sell,2026-04-27
4/24,2454,富邦證券,9600,1683,1477,206,0.9,12,buy,2026-04-27
4/24,2454,元大-松江,9801,5,106,-101,0.44,12,sell,2026-04-27
4/24,2454,大和國泰,8890,137,13,124,0.54,13,buy,2026-04-27
4/24,2454,香港上海匯豐,8960,7,108,-101,0.44,13,sell,2026-04-27
4/24,2454,元大-崇德,0039003800310053,128,10,118,0.51,14,buy,2026-04-27
4/24,2454,永豐金證券,0039004100300030,180,242,-62,0.27,14,sell,2026-04-27
4/24,2454,中國信託,6160,146,46,100,0.44,15,buy,2026-04-27
4/24,2454,玉山-城中,0038003800340045,6,67,-61,0.27,15,sell,2026-04-27
4/24,2308,富邦證券,9600,1055,55,1000,8.67,1,buy,2026-04-27
4/24,2308,港商麥格理,1360,44,855,-811,7.03,1,sell,2026-04-27
4/24,2308,台灣摩根士丹利,1470,738,202,536,4.65,2,buy,2026-04-27
4/24,2308,美商高盛,1480,297,687,-390,3.38,2,sell,2026-04-27
4/24,2308,元大證券,9800,1056,580,476,4.13,3,buy,2026-04-27
4/24,2308,土銀,1030,13,319,-306,2.65,3,sell,2026-04-27
4/24,2308,新加坡商瑞銀,1650,1034,769,265,2.3,4,buy,2026-04-27
4/24,2308,香港上海匯豐,8960,15,229,-214,1.86,4,sell,2026-04-27
4/24,2308,摩根大通,8440,773,597,176,1.53,5,buy,2026-04-27
4/24,2308,花旗環球,1590,80,264,-184,1.6,5,sell,2026-04-27
4/24,2308,永豐金-豐原,0039004100390051,103,0,103,0.89,6,buy,2026-04-27
4/24,2308,元大-板橋,0039003800390043,11,164,-153,1.33,6,sell,2026-04-27
4/24,2308,凱基-台北,9268,546,447,99,0.86,7,buy,2026-04-27
4/24,2308,大和國泰,8890,0,147,-147,1.27,7,sell,2026-04-27
4/24,2308,凱基,9200,173,87,86,0.75,8,buy,2026-04-27
4/24,2308,宏遠證券,1260,1,144,-143,1.24,8,sell,2026-04-27
4/24,2308,群益金鼎,9100,152,73,79,0.68,9,buy,2026-04-27
4/24,2308,華南永昌-台中,9302,16,94,-78,0.68,9,sell,2026-04-27
4/24,2308,兆豐-南京,0037003000300050,71,3,68,0.59,10,buy,2026-04-27
4/24,2308,台新-府城,0039004200320039,3,53,-50,0.43,10,sell,2026-04-27
4/24,2308,國泰證券,8880,65,6,59,0.51,11,buy,2026-04-27
4/24,2308,永豐金-匯立,0039004100380031,39,86,-47,0.41,11,sell,2026-04-27
4/24,2308,法銀巴黎,8900,60,12,48,0.42,12,buy,2026-04-27
4/24,2308,國泰-敦南,8888,158,203,-45,0.39,12,sell,2026-04-27
4/24,2308,統一-南京,0035003800350055,85,45,40,0.35,13,buy,2026-04-27
4/24,2308,台新,0039004200300030,53,77,-24,0.21,13,sell,2026-04-27
4/24,2308,美林,1440,162,126,36,0.31,14,buy,2026-04-27
4/24,2308,日進,5660,2,25,-23,0.2,14,sell,2026-04-27
4/24,2308,統一,5850,75,44,31,0.27,15,buy,2026-04-27
4/24,2308,華南永昌,9300,32,54,-22,0.19,15,sell,2026-04-27
4/24,2382,美商高盛,1480,3943,330,3613,19.64,1,buy,2026-04-27
4/24,2382,統一,5850,73,2258,-2185,11.88,1,sell,2026-04-27
4/24,2382,摩根大通,8440,1671,419,1252,6.81,2,buy,2026-04-27
4/24,2382,富邦證券,9600,75,1167,-1092,5.94,2,sell,2026-04-27
4/24,2382,新加坡商瑞銀,1650,1417,700,717,3.9,3,buy,2026-04-27
4/24,2382,華南永昌,9300,14,1025,-1011,5.5,3,sell,2026-04-27
4/24,2382,台灣摩根士丹利,1470,1426,713,713,3.88,4,buy,2026-04-27
4/24,2382,富邦-建國,9658,10,651,-641,3.48,4,sell,2026-04-27
4/24,2382,凱基-台北,9268,1293,812,481,2.61,5,buy,2026-04-27
4/24,2382,凱基,9200,12,600,-588,3.2,5,sell,2026-04-27
4/24,2382,兆豐-板橋,0037003000300042,309,2,307,1.67,6,buy,2026-04-27
4/24,2382,元大證券,9800,1136,1712,-576,3.13,6,sell,2026-04-27
4/24,2382,玉山證券,8840,233,81,152,0.83,7,buy,2026-04-27
4/24,2382,港商麥格理,1360,0,550,-550,2.99,7,sell,2026-04-27
4/24,2382,凱基-大直,9218,141,6,135,0.73,8,buy,2026-04-27
4/24,2382,第一金,5380,43,443,-400,2.17,8,sell,2026-04-27
4/24,2382,土銀,1030,111,0,111,0.6,9,buy,2026-04-27
4/24,2382,永豐金-匯立,0039004100380031,29,418,-389,2.11,9,sell,2026-04-27
4/24,2382,兆豐-桃園,003700300030004d,97,0,97,0.53,10,buy,2026-04-27
4/24,2382,永豐金證券,0039004100300030,88,359,-271,1.47,10,sell,2026-04-27
4/24,2382,凱基-高美館,9215,109,14,95,0.52,11,buy,2026-04-27
4/24,2382,國泰證券,8880,8,256,-248,1.35,11,sell,2026-04-27
4/24,2382,台新-三重,0039004200320033,93,4,89,0.48,12,buy,2026-04-27
4/24,2382,群益金鼎,9100,46,270,-224,1.22,12,sell,2026-04-27
4/24,2382,元大-永和,9891,70,0,70,0.38,13,buy,2026-04-27
4/24,2382,凱基-中山,9229,1,204,-203,1.1,13,sell,2026-04-27
4/24,2382,華南永昌-高雄,9303,85,28,57,0.31,14,buy,2026-04-27
4/24,2382,康和,8450,1,198,-197,1.07,14,sell,2026-04-27
4/24,2382,統一-新竹,5857,133,84,49,0.27,15,buy,2026-04-27
4/24,2382,國票-敦北法人,0037003700390063,51,247,-196,1.07,15,sell,2026-04-27
4/24,2891,台灣摩根士丹利,1470,7555,657,6898,21.85,1,buy,2026-04-27
4/24,2891,國票-敦北法人,0037003700390063,24,6357,-6333,20.06,1,sell,2026-04-27
4/24,2891,摩根大通,8440,4840,2369,2471,7.83,2,buy,2026-04-27
4/24,2891,兆豐證券,7000,0,2236,-2236,7.08,2,sell,2026-04-27
4/24,2891,華南永昌,9300,2002,580,1422,4.5,3,buy,2026-04-27
4/24,2891,元大證券,9800,825,2045,-1220,3.86,3,sell,2026-04-27
4/24,2891,凱基-台北,9268,1415,408,1007,3.19,4,buy,2026-04-27
4/24,2891,美林,1440,874,2077,-1203,3.81,4,sell,2026-04-27
4/24,2891,港商野村,1560,807,3,804,2.55,5,buy,2026-04-27
4/24,2891,國泰證券,8880,2010,3100,-1090,3.45,5,sell,2026-04-27
4/24,2891,統一,5850,1000,239,761,2.41,6,buy,2026-04-27
4/24,2891,新加坡商瑞銀,1650,1473,2455,-982,3.11,6,sell,2026-04-27
4/24,2891,永豐金證券,0039004100300030,862,179,683,2.16,7,buy,2026-04-27
4/24,2891,富邦證券,9600,193,611,-418,1.32,7,sell,2026-04-27
4/24,2891,玉山證券,8840,603,12,591,1.87,8,buy,2026-04-27
4/24,2891,中國信託,6160,54,391,-337,1.07,8,sell,2026-04-27
4/24,2891,法銀巴黎,8900,292,0,292,0.92,9,buy,2026-04-27
4/24,2891,凱基,9200,2,203,-201,0.64,9,sell,2026-04-27
4/24,2891,美商高盛,1480,2586,2296,290,0.92,10,buy,2026-04-27
4/24,2891,元大-台南,9896,1,172,-171,0.54,10,sell,2026-04-27
4/24,2891,合庫證券,1020,311,33,278,0.88,11,buy,2026-04-27
4/24,2891,宏遠證券,1260,0,110,-110,0.35,11,sell,2026-04-27
4/24,2891,台新,0039004200300030,258,47,211,0.67,12,buy,2026-04-27
4/24,2891,永豐金-鳳山,0039004100360031,2,101,-99,0.31,12,sell,2026-04-27
4/24,2891,花旗環球,1590,382,195,187,0.59,13,buy,2026-04-27
4/24,2891,元大-台北,0039003800300068,1,93,-92,0.29,13,sell,2026-04-27
4/24,2891,臺銀,1040,209,23,186,0.59,14,buy,2026-04-27
4/24,2891,凱基-高雄,9206,42,126,-84,0.27,14,sell,2026-04-27
4/24,2891,元大-草屯,0039003800390045,116,2,114,0.36,15,buy,2026-04-27
4/24,2891,兆豐-桃園,003700300030004d,2,79,-77,0.24,15,sell,2026-04-27
4/24,2881,宏遠證券,1260,1302,1,1301,7.74,1,buy,2026-04-27
4/24,2881,美商高盛,1480,349,2912,-2563,15.26,1,sell,2026-04-27
4/24,2881,台新-台北,0039004200320030,1005,59,946,5.63,2,buy,2026-04-27
4/24,2881,花旗環球,1590,471,2603,-2132,12.69,2,sell,2026-04-27
4/24,2881,中國信託,6160,813,61,752,4.48,3,buy,2026-04-27
4/24,2881,摩根大通,8440,902,2156,-1254,7.46,3,sell,2026-04-27
4/24,2881,合庫-彰化,1028,475,21,454,2.7,4,buy,2026-04-27
4/24,2881,美林,1440,674,1590,-916,5.45,4,sell,2026-04-27
4/24,2881,元大證券,9800,894,456,438,2.61,5,buy,2026-04-27
4/24,2881,凱基-台北,9268,278,1040,-762,4.54,5,sell,2026-04-27
4/24,2881,台灣摩根士丹利,1470,918,504,414,2.46,6,buy,2026-04-27
4/24,2881,國泰證券,8880,514,800,-286,1.7,6,sell,2026-04-27
4/24,2881,富邦-新店,9661,366,21,345,2.05,7,buy,2026-04-27
4/24,2881,新加坡商瑞銀,1650,507,732,-225,1.34,7,sell,2026-04-27
4/24,2881,第一金-高雄,5383,201,0,201,1.2,8,buy,2026-04-27
4/24,2881,台新-新營,0039004200310031,8,174,-166,0.99,8,sell,2026-04-27
4/24,2881,元大-信義,003900380039006d,181,1,180,1.07,9,buy,2026-04-27
4/24,2881,凱基,9200,0,147,-147,0.88,9,sell,2026-04-27
4/24,2881,玉山-高雄,8843,173,14,159,0.95,10,buy,2026-04-27
4/24,2881,統一,5850,4,138,-134,0.8,10,sell,2026-04-27
4/24,2881,康和-板橋,0038003400350044,185,29,156,0.93,11,buy,2026-04-27
4/24,2881,福邦-新竹,6489,0,50,-50,0.3,11,sell,2026-04-27
4/24,2881,合庫-自強,0031003000320043,137,6,131,0.78,12,buy,2026-04-27
4/24,2881,台新-林園,0039004200320037,11,61,-50,0.3,12,sell,2026-04-27
4/24,2881,元大-台北,0039003800300068,119,5,114,0.68,13,buy,2026-04-27
4/24,2881,元大-大統,003900380031007a,2,51,-49,0.29,13,sell,2026-04-27
4/24,2881,元大-蘆洲,9857,100,6,94,0.56,14,buy,2026-04-27
4/24,2881,台新-台中,0039004200310068,6,54,-48,0.29,14,sell,2026-04-27
4/24,2881,港商野村,1560,93,1,92,0.55,15,buy,2026-04-27
4/24,2881,兆豐-彰化,0037003000300064,0,40,-40,0.24,15,sell,2026-04-27
4/24,2882,永豐金證券,0039004100300030,5830,298,5532,19.08,1,buy,2026-04-27
4/24,2882,台灣摩根士丹利,1470,9,2324,-2315,7.99,1,sell,2026-04-27
4/24,2882,新加坡商瑞銀,1650,3883,1537,2346,8.09,2,buy,2026-04-27
4/24,2882,花旗環球,1590,1189,3335,-2146,7.4,2,sell,2026-04-27
4/24,2882,兆豐證券,7000,1912,0,1912,6.6,3,buy,2026-04-27
4/24,2882,凱基-台北,9268,474,2503,-2029,7.0,3,sell,2026-04-27
4/24,2882,香港上海匯豐,8960,1126,33,1093,3.77,4,buy,2026-04-27
4/24,2882,摩根大通,8440,3545,5372,-1827,6.3,4,sell,2026-04-27
4/24,2882,元大證券,9800,1888,1536,352,1.21,5,buy,2026-04-27
4/24,2882,美林,1440,653,2294,-1641,5.66,5,sell,2026-04-27
4/24,2882,臺銀,1040,257,1,256,0.88,6,buy,2026-04-27
4/24,2882,國泰證券,8880,131,1402,-1271,4.38,6,sell,2026-04-27
4/24,2882,玉山證券,8840,223,9,214,0.74,7,buy,2026-04-27
4/24,2882,美商高盛,1480,2066,2533,-467,1.61,7,sell,2026-04-27
4/24,2882,土銀,1030,201,0,201,0.69,8,buy,2026-04-27
4/24,2882,新光,8560,251,688,-437,1.51,8,sell,2026-04-27
4/24,2882,台新-台北,0039004200320030,222,30,192,0.66,9,buy,2026-04-27
4/24,2882,統一,5850,4,225,-221,0.76,9,sell,2026-04-27
4/24,2882,元大-斗信,9884,100,0,100,0.34,10,buy,2026-04-27
4/24,2882,法銀巴黎,8900,74,219,-145,0.5,10,sell,2026-04-27
4/24,2882,台新-城中,0039004200320045,100,0,100,0.34,11,buy,2026-04-27
4/24,2882,凱基,9200,50,165,-115,0.4,11,sell,2026-04-27
4/24,2882,元大-北三重,0039003800390056,84,1,83,0.29,12,buy,2026-04-27
4/24,2882,永豐金-匯立,0039004100380031,0,111,-111,0.38,12,sell,2026-04-27
4/24,2882,元大-仁愛,003900380033006a,76,3,73,0.25,13,buy,2026-04-27
4/24,2882,元大-竹北,0039003800310042,4,81,-77,0.27,13,sell,2026-04-27
4/24,2882,國泰-館前,0038003800380041,82,13,69,0.24,14,buy,2026-04-27
4/24,2882,台新-松江,0039004200310035,0,65,-65,0.22,14,sell,2026-04-27
4/24,2882,凱基-竹科,9272,47,2,45,0.16,15,buy,2026-04-27
4/24,2882,中國信託,6160,11,60,-49,0.17,15,sell,2026-04-27
4/24,2303,富邦證券,9600,11310,6075,5235,2.91,1,buy,2026-04-27
4/24,2303,美商高盛,1480,6012,18950,-12938,7.2,1,sell,2026-04-27
4/24,2303,台灣摩根士丹利,1470,6016,2350,3666,2.04,2,buy,2026-04-27
4/24,2303,統一-內湖,0035003800350062,21,3871,-3850,2.14,2,sell,2026-04-27
4/24,2303,凱基-台北,9268,17099,13501,3598,2.0,3,buy,2026-04-27
4/24,2303,凱基,9200,398,2703,-2305,1.28,3,sell,2026-04-27
4/24,2303,新加坡商瑞銀,1650,8393,5090,3303,1.84,4,buy,2026-04-27
4/24,2303,國泰證券,8880,149,1986,-1837,1.02,4,sell,2026-04-27
4/24,2303,摩根大通,8440,10432,7640,2792,1.55,5,buy,2026-04-27
4/24,2303,永豐金證券,0039004100300030,1181,3010,-1829,1.02,5,sell,2026-04-27
4/24,2303,群益金鼎-大安,0039003100380065,2302,1033,1269,0.71,6,buy,2026-04-27
4/24,2303,美林,1440,4852,6451,-1599,0.89,6,sell,2026-04-27
4/24,2303,香港上海匯豐,8960,960,37,923,0.51,7,buy,2026-04-27
4/24,2303,福邦證券,6480,45,1527,-1482,0.82,7,sell,2026-04-27
4/24,2303,凱基-站前,0039003200300046,1172,259,913,0.51,8,buy,2026-04-27
4/24,2303,群益金鼎,9100,587,1907,-1320,0.73,8,sell,2026-04-27
4/24,2303,臺銀-民權,1043,1002,136,866,0.48,9,buy,2026-04-27
4/24,2303,群益金鼎-永和,003900310038004a,966,2019,-1053,0.59,9,sell,2026-04-27
4/24,2303,台新-五權西,0039004200320035,763,73,690,0.38,10,buy,2026-04-27
4/24,2303,花旗環球,1590,380,1016,-636,0.35,10,sell,2026-04-27
4/24,2303,永豐金-信義,0039004100390052,1000,321,679,0.38,11,buy,2026-04-27
4/24,2303,台新,0039004200300030,799,1423,-624,0.35,11,sell,2026-04-27
4/24,2303,凱基-員林,9231,715,52,663,0.37,12,buy,2026-04-27
4/24,2303,元大證券,9800,9633,10219,-586,0.33,12,sell,2026-04-27
4/24,2303,群益金鼎-敦南,9101,595,61,534,0.3,13,buy,2026-04-27
4/24,2303,大和國泰,8890,15,552,-537,0.3,13,sell,2026-04-27
4/24,2303,港商野村,1560,872,394,478,0.27,14,buy,2026-04-27
4/24,2303,兆豐證券,7000,96,546,-450,0.25,14,sell,2026-04-27
4/24,2303,中國信託,6160,782,400,382,0.21,15,buy,2026-04-27
4/24,2303,永豐金-匯立,0039004100380031,8,438,-430,0.24,15,sell,2026-04-27
4/24,3711,永豐金證券,0039004100300030,1769,333,1436,5.27,1,buy,2026-04-27
